,Unnamed: 0,Unnamed: 0.1,ch1_file,ch2_file,angle,shift,spec_ch1_files,spec_ch2_files,spec_gray_ch1_files,spec_gray_ch2_files
6057,6057,6057,soundfiles//ch1//117_39000_40000.wav,soundfiles//ch2//117_39000_40000.wav,157.50752661394873,-118,C:\sound\spectrograms\soundfiles\ch1\28_8000_9000.png,C:\sound\spectrograms\soundfiles\ch2\28_8000_9000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\28_8000_9000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\28_8000_9000.jpg
6058,6058,6058,soundfiles//ch1//118_39000_40000.wav,soundfiles//ch2//118_39000_40000.wav,118.8765343022676,-62,C:\sound\spectrograms\soundfiles\ch1\28_9000_10000.png,C:\sound\spectrograms\soundfiles\ch2\28_9000_10000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\28_9000_10000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\28_9000_10000.jpg
6059,6059,6059,soundfiles//ch1//119_39000_40000.wav,soundfiles//ch2//119_39000_40000.wav,52.57512086825931,78,C:\sound\spectrograms\soundfiles\ch1\28_recorded.png,C:\sound\spectrograms\soundfiles\ch2\28_recorded.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\28_recorded.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\28_recorded.jpg
6060,6060,6060,soundfiles//ch1//120_39000_40000.wav,soundfiles//ch2//120_39000_40000.wav,48.14895414557301,85,C:\sound\spectrograms\soundfiles\ch1\29_0_1000.png,C:\sound\spectrograms\soundfiles\ch2\29_0_1000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_0_1000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_0_1000.jpg
6061,6061,6061,soundfiles//ch1//121_39000_40000.wav,soundfiles//ch2//121_39000_40000.wav,16.81164383071816,123,C:\sound\spectrograms\soundfiles\ch1\29_10000_11000.png,C:\sound\spectrograms\soundfiles\ch2\29_10000_11000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_10000_11000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_10000_11000.jpg
6062,6062,6062,soundfiles//ch1//122_39000_40000.wav,soundfiles//ch2//122_39000_40000.wav,148.8050190781759,-109,C:\sound\spectrograms\soundfiles\ch1\29_1000_2000.png,C:\sound\spectrograms\soundfiles\ch2\29_1000_2000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_1000_2000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_1000_2000.jpg
6063,6063,6063,soundfiles//ch1//123_39000_40000.wav,soundfiles//ch2//123_39000_40000.wav,19.467683877825024,121,C:\sound\spectrograms\soundfiles\ch1\29_11000_12000.png,C:\sound\spectrograms\soundfiles\ch2\29_11000_12000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_11000_12000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_11000_12000.jpg
6064,6064,6064,soundfiles//ch1//124_39000_40000.wav,soundfiles//ch2//124_39000_40000.wav,179.77202304799602,-128,C:\sound\spectrograms\soundfiles\ch1\29_12000_13000.png,C:\sound\spectrograms\soundfiles\ch2\29_12000_13000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_12000_13000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_12000_13000.jpg
6065,6065,6065,soundfiles//ch1//125_39000_40000.wav,soundfiles//ch2//125_39000_40000.wav,127.19844193719692,-77,C:\sound\spectrograms\soundfiles\ch1\29_13000_14000.png,C:\sound\spectrograms\soundfiles\ch2\29_13000_14000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_13000_14000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_13000_14000.jpg
6066,6066,6066,soundfiles//ch1//126_39000_40000.wav,soundfiles//ch2//126_39000_40000.wav,108.4955908200917,-40,C:\sound\spectrograms\soundfiles\ch1\29_14000_15000.png,C:\sound\spectrograms\soundfiles\ch2\29_14000_15000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_14000_15000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_14000_15000.jpg
6067,6067,6067,soundfiles//ch1//127_39000_40000.wav,soundfiles//ch2//127_39000_40000.wav,171.8416463716775,-127,C:\sound\spectrograms\soundfiles\ch1\29_15000_16000.png,C:\sound\spectrograms\soundfiles\ch2\29_15000_16000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_15000_16000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_15000_16000.jpg
6068,6068,6068,soundfiles//ch1//128_39000_40000.wav,soundfiles//ch2//128_39000_40000.wav,56.77040093790784,70,C:\sound\spectrograms\soundfiles\ch1\29_16000_17000.png,C:\sound\spectrograms\soundfiles\ch2\29_16000_17000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_16000_17000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_16000_17000.jpg
6069,6069,6069,soundfiles//ch1//129_39000_40000.wav,soundfiles//ch2//129_39000_40000.wav,50.42472404843443,81,C:\sound\spectrograms\soundfiles\ch1\29_17000_18000.png,C:\sound\spectrograms\soundfiles\ch2\29_17000_18000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_17000_18000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_17000_18000.jpg
6070,6070,6070,soundfiles//ch1//130_39000_40000.wav,soundfiles//ch2//130_39000_40000.wav,150.7915690202719,-112,C:\sound\spectrograms\soundfiles\ch1\29_18000_19000.png,C:\sound\spectrograms\soundfiles\ch2\29_18000_19000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_18000_19000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_18000_19000.jpg
6071,6071,6071,soundfiles//ch1//131_39000_40000.wav,soundfiles//ch2//131_39000_40000.wav,153.89604453617667,-115,C:\sound\spectrograms\soundfiles\ch1\29_19000_20000.png,C:\sound\spectrograms\soundfiles\ch2\29_19000_20000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_19000_20000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_19000_20000.jpg
6072,6072,6072,soundfiles//ch1//132_39000_40000.wav,soundfiles//ch2//132_39000_40000.wav,133.8664308063285,-89,C:\sound\spectrograms\soundfiles\ch1\29_20000_21000.png,C:\sound\spectrograms\soundfiles\ch2\29_20000_21000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_20000_21000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_20000_21000.jpg
6073,6073,6073,soundfiles//ch1//133_39000_40000.wav,soundfiles//ch2//133_39000_40000.wav,128.51840941215363,-80,C:\sound\spectrograms\soundfiles\ch1\29_2000_3000.png,C:\sound\spectrograms\soundfiles\ch2\29_2000_3000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_2000_3000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_2000_3000.jpg
6074,6074,6074,soundfiles//ch1//134_39000_40000.wav,soundfiles//ch2//134_39000_40000.wav,48.90348897302746,84,C:\sound\spectrograms\soundfiles\ch1\29_21000_22000.png,C:\sound\spectrograms\soundfiles\ch2\29_21000_22000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_21000_22000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_21000_22000.jpg
6075,6075,6075,soundfiles//ch1//135_39000_40000.wav,soundfiles//ch2//135_39000_40000.wav,99.4825841192892,-21,C:\sound\spectrograms\soundfiles\ch1\29_22000_23000.png,C:\sound\spectrograms\soundfiles\ch2\29_22000_23000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_22000_23000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_22000_23000.jpg
6076,6076,6076,soundfiles//ch1//136_39000_40000.wav,soundfiles//ch2//136_39000_40000.wav,143.51992603759277,-103,C:\sound\spectrograms\soundfiles\ch1\29_23000_24000.png,C:\sound\spectrograms\soundfiles\ch2\29_23000_24000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_23000_24000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_23000_24000.jpg
6077,6077,6077,soundfiles//ch1//137_39000_40000.wav,soundfiles//ch2//137_39000_40000.wav,105.2270676043948,-33,C:\sound\spectrograms\soundfiles\ch1\29_24000_25000.png,C:\sound\spectrograms\soundfiles\ch2\29_24000_25000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_24000_25000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_24000_25000.jpg
6078,6078,6078,soundfiles//ch1//138_39000_40000.wav,soundfiles//ch2//138_39000_40000.wav,161.3799427932852,-121,C:\sound\spectrograms\soundfiles\ch1\29_25000_26000.png,C:\sound\spectrograms\soundfiles\ch2\29_25000_26000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_25000_26000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_25000_26000.jpg
6079,6079,6079,soundfiles//ch1//139_39000_40000.wav,soundfiles//ch2//139_39000_40000.wav,23.39135409889898,118,C:\sound\spectrograms\soundfiles\ch1\29_26000_27000.png,C:\sound\spectrograms\soundfiles\ch2\29_26000_27000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_26000_27000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_26000_27000.jpg
6080,6080,6080,soundfiles//ch1//140_39000_40000.wav,soundfiles//ch2//140_39000_40000.wav,85.51129693244957,10,C:\sound\spectrograms\soundfiles\ch1\29_27000_28000.png,C:\sound\spectrograms\soundfiles\ch2\29_27000_28000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_27000_28000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_27000_28000.jpg
6081,6081,6081,soundfiles//ch1//141_39000_40000.wav,soundfiles//ch2//141_39000_40000.wav,44.78529874189496,91,C:\sound\spectrograms\soundfiles\ch1\29_28000_29000.png,C:\sound\spectrograms\soundfiles\ch2\29_28000_29000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_28000_29000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_28000_29000.jpg
6082,6082,6082,soundfiles//ch1//142_39000_40000.wav,soundfiles//ch2//142_39000_40000.wav,38.04638019122057,101,C:\sound\spectrograms\soundfiles\ch1\29_29000_30000.png,C:\sound\spectrograms\soundfiles\ch2\29_29000_30000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_29000_30000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_29000_30000.jpg
6083,6083,6083,soundfiles//ch1//143_39000_40000.wav,soundfiles//ch2//143_39000_40000.wav,130.1665728261454,-82,C:\sound\spectrograms\soundfiles\ch1\29_30000_31000.png,C:\sound\spectrograms\soundfiles\ch2\29_30000_31000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_30000_31000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_30000_31000.jpg
6084,6084,6084,soundfiles//ch1//144_39000_40000.wav,soundfiles//ch2//144_39000_40000.wav,176.04653231649235,-128,C:\sound\spectrograms\soundfiles\ch1\29_3000_4000.png,C:\sound\spectrograms\soundfiles\ch2\29_3000_4000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_3000_4000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_3000_4000.jpg
6085,6085,6085,soundfiles//ch1//145_39000_40000.wav,soundfiles//ch2//145_39000_40000.wav,153.88093288567333,-115,C:\sound\spectrograms\soundfiles\ch1\29_31000_32000.png,C:\sound\spectrograms\soundfiles\ch2\29_31000_32000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_31000_32000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_31000_32000.jpg
6086,6086,6086,soundfiles//ch1//146_39000_40000.wav,soundfiles//ch2//146_39000_40000.wav,46.88000364974365,87,C:\sound\spectrograms\soundfiles\ch1\29_32000_33000.png,C:\sound\spectrograms\soundfiles\ch2\29_32000_33000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_32000_33000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_32000_33000.jpg
6087,6087,6087,soundfiles//ch1//147_39000_40000.wav,soundfiles//ch2//147_39000_40000.wav,144.1113367848666,-104,C:\sound\spectrograms\soundfiles\ch1\29_33000_34000.png,C:\sound\spectrograms\soundfiles\ch2\29_33000_34000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_33000_34000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_33000_34000.jpg
6088,6088,6088,soundfiles//ch1//148_39000_40000.wav,soundfiles//ch2//148_39000_40000.wav,127.46010992359876,-78,C:\sound\spectrograms\soundfiles\ch1\29_34000_35000.png,C:\sound\spectrograms\soundfiles\ch2\29_34000_35000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_34000_35000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_34000_35000.jpg
6089,6089,6089,soundfiles//ch1//149_39000_40000.wav,soundfiles//ch2//149_39000_40000.wav,43.64230993128879,93,C:\sound\spectrograms\soundfiles\ch1\29_35000_36000.png,C:\sound\spectrograms\soundfiles\ch2\29_35000_36000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_35000_36000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_35000_36000.jpg
6090,6090,6090,soundfiles//ch1//150_39000_40000.wav,soundfiles//ch2//150_39000_40000.wav,98.68517092265134,-19,C:\sound\spectrograms\soundfiles\ch1\29_36000_37000.png,C:\sound\spectrograms\soundfiles\ch2\29_36000_37000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_36000_37000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_36000_37000.jpg
6091,6091,6091,soundfiles//ch1//151_39000_40000.wav,soundfiles//ch2//151_39000_40000.wav,57.77088923921248,68,C:\sound\spectrograms\soundfiles\ch1\29_37000_38000.png,C:\sound\spectrograms\soundfiles\ch2\29_37000_38000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_37000_38000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_37000_38000.jpg
6092,6092,6092,soundfiles//ch1//152_39000_40000.wav,soundfiles//ch2//152_39000_40000.wav,82.06656442014278,17,C:\sound\spectrograms\soundfiles\ch1\29_38000_39000.png,C:\sound\spectrograms\soundfiles\ch2\29_38000_39000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_38000_39000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_38000_39000.jpg
6093,6093,6093,soundfiles//ch1//153_39000_40000.wav,soundfiles//ch2//153_39000_40000.wav,179.4108815225997,-128,C:\sound\spectrograms\soundfiles\ch1\29_39000_40000.png,C:\sound\spectrograms\soundfiles\ch2\29_39000_40000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_39000_40000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_39000_40000.jpg
6094,6094,6094,soundfiles//ch1//154_39000_40000.wav,soundfiles//ch2//154_39000_40000.wav,76.76716823884972,29,C:\sound\spectrograms\soundfiles\ch1\29_40000_41000.png,C:\sound\spectrograms\soundfiles\ch2\29_40000_41000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_40000_41000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_40000_41000.jpg
6095,6095,6095,soundfiles//ch1//155_39000_40000.wav,soundfiles//ch2//155_39000_40000.wav,62.193264937796044,59,C:\sound\spectrograms\soundfiles\ch1\29_4000_5000.png,C:\sound\spectrograms\soundfiles\ch2\29_4000_5000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_4000_5000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_4000_5000.jpg
6096,6096,6096,soundfiles//ch1//156_39000_40000.wav,soundfiles//ch2//156_39000_40000.wav,142.91245818201153,-102,C:\sound\spectrograms\soundfiles\ch1\29_41000_42000.png,C:\sound\spectrograms\soundfiles\ch2\29_41000_42000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_41000_42000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_41000_42000.jpg
6097,6097,6097,soundfiles//ch1//157_39000_40000.wav,soundfiles//ch2//157_39000_40000.wav,28.472459535579613,113,C:\sound\spectrograms\soundfiles\ch1\29_42000_43000.png,C:\sound\spectrograms\soundfiles\ch2\29_42000_43000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_42000_43000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_42000_43000.jpg
6098,6098,6098,soundfiles//ch1//158_39000_40000.wav,soundfiles//ch2//158_39000_40000.wav,131.57792337966956,-85,C:\sound\spectrograms\soundfiles\ch1\29_43000_44000.png,C:\sound\spectrograms\soundfiles\ch2\29_43000_44000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_43000_44000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_43000_44000.jpg
6099,6099,6099,soundfiles//ch1//159_39000_40000.wav,soundfiles//ch2//159_39000_40000.wav,60.752165972369546,62,C:\sound\spectrograms\soundfiles\ch1\29_44000_45000.png,C:\sound\spectrograms\soundfiles\ch2\29_44000_45000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_44000_45000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_44000_45000.jpg
6100,6100,6100,soundfiles//ch1//160_39000_40000.wav,soundfiles//ch2//160_39000_40000.wav,60.59565825072,63,C:\sound\spectrograms\soundfiles\ch1\29_45000_46000.png,C:\sound\spectrograms\soundfiles\ch2\29_45000_46000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_45000_46000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_45000_46000.jpg
6101,6101,6101,soundfiles//ch1//161_39000_40000.wav,soundfiles//ch2//161_39000_40000.wav,131.5980648798976,-85,C:\sound\spectrograms\soundfiles\ch1\29_46000_47000.png,C:\sound\spectrograms\soundfiles\ch2\29_46000_47000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_46000_47000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_46000_47000.jpg
6102,6102,6102,soundfiles//ch1//162_39000_40000.wav,soundfiles//ch2//162_39000_40000.wav,137.0954808665177,-94,C:\sound\spectrograms\soundfiles\ch1\29_47000_48000.png,C:\sound\spectrograms\soundfiles\ch2\29_47000_48000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_47000_48000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_47000_48000.jpg
6103,6103,6103,soundfiles//ch1//163_39000_40000.wav,soundfiles//ch2//163_39000_40000.wav,95.79509304300412,-12,C:\sound\spectrograms\soundfiles\ch1\29_48000_49000.png,C:\sound\spectrograms\soundfiles\ch2\29_48000_49000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_48000_49000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_48000_49000.jpg
6104,6104,6104,soundfiles//ch1//164_39000_40000.wav,soundfiles//ch2//164_39000_40000.wav,6.708422536387184,127,C:\sound\spectrograms\soundfiles\ch1\29_49000_50000.png,C:\sound\spectrograms\soundfiles\ch2\29_49000_50000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_49000_50000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_49000_50000.jpg
6105,6105,6105,soundfiles//ch1//165_39000_40000.wav,soundfiles//ch2//165_39000_40000.wav,98.27264653927394,-18,C:\sound\spectrograms\soundfiles\ch1\29_50000_51000.png,C:\sound\spectrograms\soundfiles\ch2\29_50000_51000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_50000_51000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_50000_51000.jpg
6106,6106,6106,soundfiles//ch1//166_39000_40000.wav,soundfiles//ch2//166_39000_40000.wav,77.89527857008288,26,C:\sound\spectrograms\soundfiles\ch1\29_5000_6000.png,C:\sound\spectrograms\soundfiles\ch2\29_5000_6000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_5000_6000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_5000_6000.jpg
6107,6107,6107,soundfiles//ch1//167_39000_40000.wav,soundfiles//ch2//167_39000_40000.wav,8.18138166446941,127,C:\sound\spectrograms\soundfiles\ch1\29_51000_52000.png,C:\sound\spectrograms\soundfiles\ch2\29_51000_52000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_51000_52000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_51000_52000.jpg
6108,6108,6108,soundfiles//ch1//168_39000_40000.wav,soundfiles//ch2//168_39000_40000.wav,95.24618141985825,-11,C:\sound\spectrograms\soundfiles\ch1\29_52000_53000.png,C:\sound\spectrograms\soundfiles\ch2\29_52000_53000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_52000_53000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_52000_53000.jpg
6109,6109,6109,soundfiles//ch1//169_39000_40000.wav,soundfiles//ch2//169_39000_40000.wav,61.77296149634073,60,C:\sound\spectrograms\soundfiles\ch1\29_53000_54000.png,C:\sound\spectrograms\soundfiles\ch2\29_53000_54000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_53000_54000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_53000_54000.jpg
6110,6110,6110,soundfiles//ch1//170_39000_40000.wav,soundfiles//ch2//170_39000_40000.wav,116.437972646863,-57,C:\sound\spectrograms\soundfiles\ch1\29_54000_55000.png,C:\sound\spectrograms\soundfiles\ch2\29_54000_55000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_54000_55000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_54000_55000.jpg
6111,6111,6111,soundfiles//ch1//171_39000_40000.wav,soundfiles//ch2//171_39000_40000.wav,85.95389285956692,9,C:\sound\spectrograms\soundfiles\ch1\29_55000_56000.png,C:\sound\spectrograms\soundfiles\ch2\29_55000_56000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_55000_56000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_55000_56000.jpg
6112,6112,6112,soundfiles//ch1//172_39000_40000.wav,soundfiles//ch2//172_39000_40000.wav,149.73564122325453,-111,C:\sound\spectrograms\soundfiles\ch1\29_56000_57000.png,C:\sound\spectrograms\soundfiles\ch2\29_56000_57000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_56000_57000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_56000_57000.jpg
6113,6113,6113,soundfiles//ch1//173_39000_40000.wav,soundfiles//ch2//173_39000_40000.wav,162.1741678490641,-122,C:\sound\spectrograms\soundfiles\ch1\29_57000_58000.png,C:\sound\spectrograms\soundfiles\ch2\29_57000_58000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_57000_58000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_57000_58000.jpg
6114,6114,6114,soundfiles//ch1//174_39000_40000.wav,soundfiles//ch2//174_39000_40000.wav,139.49734525901496,-97,C:\sound\spectrograms\soundfiles\ch1\29_58000_59000.png,C:\sound\spectrograms\soundfiles\ch2\29_58000_59000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_58000_59000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_58000_59000.jpg
6115,6115,6115,soundfiles//ch1//175_39000_40000.wav,soundfiles//ch2//175_39000_40000.wav,127.31923079055515,-77,C:\sound\spectrograms\soundfiles\ch1\29_6000_7000.png,C:\sound\spectrograms\soundfiles\ch2\29_6000_7000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_6000_7000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_6000_7000.jpg
6116,6116,6116,soundfiles//ch1//176_39000_40000.wav,soundfiles//ch2//176_39000_40000.wav,164.188374755089,-123,C:\sound\spectrograms\soundfiles\ch1\29_7000_8000.png,C:\sound\spectrograms\soundfiles\ch2\29_7000_8000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_7000_8000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_7000_8000.jpg
6117,6117,6117,soundfiles//ch1//177_39000_40000.wav,soundfiles//ch2//177_39000_40000.wav,137.24290173530534,-94,C:\sound\spectrograms\soundfiles\ch1\29_8000_9000.png,C:\sound\spectrograms\soundfiles\ch2\29_8000_9000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_8000_9000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_8000_9000.jpg
6118,6118,6118,soundfiles//ch1//178_39000_40000.wav,soundfiles//ch2//178_39000_40000.wav,59.71781237052774,64,C:\sound\spectrograms\soundfiles\ch1\29_9000_10000.png,C:\sound\spectrograms\soundfiles\ch2\29_9000_10000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_9000_10000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_9000_10000.jpg
6119,6119,6119,soundfiles//ch1//179_39000_40000.wav,soundfiles//ch2//179_39000_40000.wav,147.68441912905843,-108,C:\sound\spectrograms\soundfiles\ch1\29_recorded.png,C:\sound\spectrograms\soundfiles\ch2\29_recorded.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\29_recorded.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\29_recorded.jpg
6120,6120,6120,soundfiles//ch1//0_40000_41000.wav,soundfiles//ch2//0_40000_41000.wav,143.09217298323256,-102,C:\sound\spectrograms\soundfiles\ch1\2_0_1000.png,C:\sound\spectrograms\soundfiles\ch2\2_0_1000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\2_0_1000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\2_0_1000.jpg
